,distance_travelled_center,speed_in_hm/h,is_immobile,distance_nose_leftdish,distance_nose_rightdish,is_left_cagehalf,is_right_cagehalf,is_investigating_leftdish,is_investigating_rightdish
0,0.135904940991378,0.135904940991378,0.0,,,0.0,1.0,0.0,0.0
1,0.016315835844693944,0.016315835844693944,1.0,735.7939394660143,246.79221455249083,0.0,1.0,0.0,0.0
2,0.16051627917752415,0.16051627917752415,0.0,,,0.0,1.0,0.0,0.0
3,0.15899398036810855,0.15899398036810855,0.0,,,0.0,1.0,0.0,0.0
4,0.14141826232914864,0.14141826232914864,0.0,,,0.0,1.0,0.0,0.0
5,0.0540351699337573,0.0540351699337573,1.0,735.8300404412056,257.17851774679787,0.0,1.0,0.0,0.0
6,0.060911455303682645,0.060911455303682645,1.0,737.6635476937591,256.2972330438736,0.0,1.0,0.0,0.0
7,0.09952252026153431,0.09952252026153431,1.0,739.4850776832427,257.75788860588307,0.0,1.0,0.0,0.0
8,0.062127337324729304,0.062127337324729304,1.0,,,0.0,1.0,0.0,0.0
9,0.04540355097886532,0.04540355097886532,1.0,739.2651453817383,260.1386205191128,0.0,1.0,0.0,0.0
10,0.05524102070750804,0.05524102070750804,1.0,736.942278423952,261.4271197100231,0.0,1.0,0.0,0.0
11,0.24124214377742995,0.24124214377742995,0.0,732.5240232564951,263.69861859988146,0.0,1.0,0.0,0.0
12,0.06515143293823969,0.06515143293823969,1.0,731.7345048326658,268.2802381882447,0.0,1.0,0.0,0.0
13,0.2652790503051385,0.2652790503051385,0.0,734.6683388967747,272.0830869600666,0.0,1.0,0.0,0.0
14,0.03230782391143528,0.03230782391143528,1.0,733.1891398220286,274.822922560669,0.0,1.0,0.0,0.0
15,0.12175054714430168,0.12175054714430168,0.0,736.3606451410008,275.2710770157583,0.0,1.0,0.0,0.0
16,0.15886887313647904,0.15886887313647904,0.0,744.346796881147,273.48778534348946,0.0,1.0,0.0,0.0
17,0.08835484835506081,0.08835484835506081,1.0,747.8461992935544,271.2325075964499,0.0,1.0,0.0,0.0
18,0.08906712056740754,0.08906712056740754,1.0,,,0.0,1.0,0.0,0.0
19,0.06953665010152744,0.06953665010152744,1.0,,,0.0,1.0,0.0,0.0
20,0.12586452466497708,0.12586452466497708,0.0,,,0.0,1.0,0.0,0.0
21,0.03986198176654019,0.03986198176654019,1.0,,,0.0,1.0,0.0,0.0
22,0.030326876367372208,0.030326876367372208,1.0,,,0.0,1.0,0.0,0.0
23,0.11674454273178778,0.11674454273178778,0.0,748.3344727003984,272.1724979165312,0.0,1.0,0.0,0.0
24,0.09800780211700871,0.09800780211700871,1.0,747.751365876971,275.011827911159,0.0,1.0,0.0,0.0
25,0.015222454773644218,0.015222454773644218,1.0,746.5616433744278,276.71899863226685,0.0,1.0,0.0,0.0
26,0.031267164803966616,0.031267164803966616,1.0,744.2062631366937,276.99929151528886,0.0,1.0,0.0,0.0
27,0.08772621693307654,0.08772621693307654,1.0,740.5099357307737,278.8326843434328,0.0,1.0,0.0,0.0
28,0.031410033143288676,0.031410033143288676,1.0,740.4142706295968,280.9385300185458,0.0,1.0,0.0,0.0
29,0.05903176914954772,0.05903176914954772,1.0,740.9401878955358,282.39481806187433,0.0,1.0,0.0,0.0
30,0.005999969942353943,0.005999969942353943,1.0,747.543160392661,281.592936821878,0.0,1.0,0.0,0.0
31,0.022183510772370182,0.022183510772370182,1.0,750.9554839384319,280.9665629525378,0.0,1.0,0.0,0.0
32,0.09228107647693243,0.09228107647693243,1.0,753.4177908291857,282.1732328814973,0.0,1.0,0.0,0.0
33,0.04064774395725699,0.04064774395725699,1.0,752.2962886372692,283.25359098763505,0.0,1.0,0.0,0.0
34,0.06278885003711945,0.06278885003711945,1.0,749.693763375852,282.9554976287758,0.0,1.0,0.0,0.0
